,depth_map,mask_right,annotations,mask_left
1378,depth_map_1378.npy,right_1378.npy,annot_1378.json,left_1378.npy
1379,depth_map_1379.npy,right_1379.npy,annot_1379.json,left_1379.npy
1380,depth_map_1380.npy,right_1380.npy,annot_1380.json,left_1380.npy
1381,depth_map_1381.npy,right_1381.npy,annot_1381.json,left_1381.npy
1382,depth_map_1382.npy,right_1382.npy,annot_1382.json,left_1382.npy
1383,depth_map_1383.npy,right_1383.npy,annot_1383.json,left_1383.npy
1384,depth_map_1384.npy,right_1384.npy,annot_1384.json,left_1384.npy
1385,depth_map_1385.npy,right_1385.npy,annot_1385.json,left_1385.npy
1386,depth_map_1386.npy,right_1386.npy,annot_1386.json,left_1386.npy
1387,depth_map_1387.npy,right_1387.npy,annot_1387.json,left_1387.npy
1388,depth_map_1388.npy,right_1388.npy,annot_1388.json,left_1388.npy
1389,depth_map_1389.npy,right_1389.npy,annot_1389.json,left_1389.npy
1390,depth_map_1390.npy,right_1390.npy,annot_1390.json,left_1390.npy
1391,depth_map_1391.npy,right_1391.npy,annot_1391.json,left_1391.npy
1392,depth_map_1392.npy,right_1392.npy,annot_1392.json,left_1392.npy
1393,depth_map_1393.npy,right_1393.npy,annot_1393.json,left_1393.npy
1394,depth_map_1394.npy,right_1394.npy,annot_1394.json,left_1394.npy
1395,depth_map_1395.npy,right_1395.npy,annot_1395.json,left_1395.npy
1396,depth_map_1396.npy,right_1396.npy,annot_1396.json,left_1396.npy
1397,depth_map_1397.npy,right_1397.npy,annot_1397.json,left_1397.npy
1398,depth_map_1398.npy,right_1398.npy,annot_1398.json,left_1398.npy
1399,depth_map_1399.npy,right_1399.npy,annot_1399.json,left_1399.npy
1400,depth_map_1400.npy,right_1400.npy,annot_1400.json,left_1400.npy
1401,depth_map_1401.npy,right_1401.npy,annot_1401.json,left_1401.npy
1402,depth_map_1402.npy,right_1402.npy,annot_1402.json,left_1402.npy
1403,depth_map_1403.npy,right_1403.npy,annot_1403.json,left_1403.npy
1404,depth_map_1404.npy,right_1404.npy,annot_1404.json,left_1404.npy
1405,depth_map_1405.npy,right_1405.npy,annot_1405.json,left_1405.npy
1406,depth_map_1406.npy,right_1406.npy,annot_1406.json,left_1406.npy
1407,depth_map_1407.npy,right_1407.npy,annot_1407.json,left_1407.npy
1408,depth_map_1408.npy,right_1408.npy,annot_1408.json,left_1408.npy
1409,depth_map_1409.npy,right_1409.npy,annot_1409.json,left_1409.npy
1410,depth_map_1410.npy,right_1410.npy,annot_1410.json,left_1410.npy
1411,depth_map_1411.npy,right_1411.npy,annot_1411.json,left_1411.npy
1412,depth_map_1412.npy,right_1412.npy,annot_1412.json,left_1412.npy
1413,depth_map_1413.npy,right_1413.npy,annot_1413.json,left_1413.npy
1414,depth_map_1414.npy,right_1414.npy,annot_1414.json,left_1414.npy
1415,depth_map_1415.npy,right_1415.npy,annot_1415.json,left_1415.npy
1416,depth_map_1416.npy,right_1416.npy,annot_1416.json,left_1416.npy
1417,depth_map_1417.npy,right_1417.npy,annot_1417.json,left_1417.npy
1418,depth_map_1418.npy,right_1418.npy,annot_1418.json,left_1418.npy
1419,depth_map_1419.npy,right_1419.npy,annot_1419.json,left_1419.npy
1420,depth_map_1420.npy,right_1420.npy,annot_1420.json,left_1420.npy
1421,depth_map_1421.npy,right_1421.npy,annot_1421.json,left_1421.npy
1422,depth_map_1422.npy,right_1422.npy,annot_1422.json,left_1422.npy
1423,depth_map_1423.npy,right_1423.npy,annot_1423.json,left_1423.npy
1424,depth_map_1424.npy,right_1424.npy,annot_1424.json,left_1424.npy
1425,depth_map_1425.npy,right_1425.npy,annot_1425.json,left_1425.npy
1426,depth_map_1426.npy,right_1426.npy,annot_1426.json,left_1426.npy
1427,depth_map_1427.npy,right_1427.npy,annot_1427.json,left_1427.npy
1428,depth_map_1428.npy,right_1428.npy,annot_1428.json,left_1428.npy
1429,depth_map_1429.npy,right_1429.npy,annot_1429.json,left_1429.npy
1430,depth_map_1430.npy,right_1430.npy,annot_1430.json,left_1430.npy
1431,depth_map_1431.npy,right_1431.npy,annot_1431.json,left_1431.npy
1432,depth_map_1432.npy,right_1432.npy,annot_1432.json,left_1432.npy
1433,depth_map_1433.npy,right_1433.npy,annot_1433.json,left_1433.npy
1434,depth_map_1434.npy,right_1434.npy,annot_1434.json,left_1434.npy
1435,depth_map_1435.npy,right_1435.npy,annot_1435.json,left_1435.npy
1436,depth_map_1436.npy,right_1436.npy,annot_1436.json,left_1436.npy
1437,depth_map_1437.npy,right_1437.npy,annot_1437.json,left_1437.npy
1438,depth_map_1438.npy,right_1438.npy,annot_1438.json,left_1438.npy
1439,depth_map_1439.npy,right_1439.npy,annot_1439.json,left_1439.npy
1440,depth_map_1440.npy,right_1440.npy,annot_1440.json,left_1440.npy
1441,depth_map_1441.npy,right_1441.npy,annot_1441.json,left_1441.npy
1442,depth_map_1442.npy,right_1442.npy,annot_1442.json,left_1442.npy
1443,depth_map_1443.npy,right_1443.npy,annot_1443.json,left_1443.npy
1444,depth_map_1444.npy,right_1444.npy,annot_1444.json,left_1444.npy
1445,depth_map_1445.npy,right_1445.npy,annot_1445.json,left_1445.npy
1446,depth_map_1446.npy,right_1446.npy,annot_1446.json,left_1446.npy
1447,depth_map_1447.npy,right_1447.npy,annot_1447.json,left_1447.npy
1448,depth_map_1448.npy,right_1448.npy,annot_1448.json,left_1448.npy
1449,depth_map_1449.npy,right_1449.npy,annot_1449.json,left_1449.npy
1450,depth_map_1450.npy,right_1450.npy,annot_1450.json,left_1450.npy
1451,depth_map_1451.npy,right_1451.npy,annot_1451.json,left_1451.npy
1452,depth_map_1452.npy,right_1452.npy,annot_1452.json,left_1452.npy
1453,depth_map_1453.npy,right_1453.npy,annot_1453.json,left_1453.npy
1454,depth_map_1454.npy,right_1454.npy,annot_1454.json,left_1454.npy
1455,depth_map_1455.npy,right_1455.npy,annot_1455.json,left_1455.npy
1456,depth_map_1456.npy,right_1456.npy,annot_1456.json,left_1456.npy
1457,depth_map_1457.npy,right_1457.npy,annot_1457.json,left_1457.npy
1458,depth_map_1458.npy,right_1458.npy,annot_1458.json,left_1458.npy
1459,depth_map_1459.npy,right_1459.npy,annot_1459.json,left_1459.npy
1460,depth_map_1460.npy,right_1460.npy,annot_1460.json,left_1460.npy
1461,depth_map_1461.npy,right_1461.npy,annot_1461.json,left_1461.npy
1462,depth_map_1462.npy,right_1462.npy,annot_1462.json,left_1462.npy
1463,depth_map_1463.npy,right_1463.npy,annot_1463.json,left_1463.npy
1464,depth_map_1464.npy,right_1464.npy,annot_1464.json,left_1464.npy
1465,depth_map_1465.npy,right_1465.npy,annot_1465.json,left_1465.npy
1466,depth_map_1466.npy,right_1466.npy,annot_1466.json,left_1466.npy
1467,depth_map_1467.npy,right_1467.npy,annot_1467.json,left_1467.npy
1468,depth_map_1468.npy,right_1468.npy,annot_1468.json,left_1468.npy
1469,depth_map_1469.npy,right_1469.npy,annot_1469.json,left_1469.npy
1470,depth_map_1470.npy,right_1470.npy,annot_1470.json,left_1470.npy
1471,depth_map_1471.npy,right_1471.npy,annot_1471.json,left_1471.npy
1472,depth_map_1472.npy,right_1472.npy,annot_1472.json,left_1472.npy
1473,depth_map_1473.npy,right_1473.npy,annot_1473.json,left_1473.npy
1474,depth_map_1474.npy,right_1474.npy,annot_1474.json,left_1474.npy
1475,depth_map_1475.npy,right_1475.npy,annot_1475.json,left_1475.npy
1476,depth_map_1476.npy,right_1476.npy,annot_1476.json,left_1476.npy
1477,depth_map_1477.npy,right_1477.npy,annot_1477.json,left_1477.npy
1478,depth_map_1478.npy,right_1478.npy,annot_1478.json,left_1478.npy
1479,depth_map_1479.npy,right_1479.npy,annot_1479.json,left_1479.npy
1480,depth_map_1480.npy,right_1480.npy,annot_1480.json,left_1480.npy
1481,depth_map_1481.npy,right_1481.npy,annot_1481.json,left_1481.npy
1482,depth_map_1482.npy,right_1482.npy,annot_1482.json,left_1482.npy
1483,depth_map_1483.npy,right_1483.npy,annot_1483.json,left_1483.npy
1484,depth_map_1484.npy,right_1484.npy,annot_1484.json,left_1484.npy
1485,depth_map_1485.npy,right_1485.npy,annot_1485.json,left_1485.npy
1486,depth_map_1486.npy,right_1486.npy,annot_1486.json,left_1486.npy
1487,depth_map_1487.npy,right_1487.npy,annot_1487.json,left_1487.npy
1488,depth_map_1488.npy,right_1488.npy,annot_1488.json,left_1488.npy
1489,depth_map_1489.npy,right_1489.npy,annot_1489.json,left_1489.npy
1490,depth_map_1490.npy,right_1490.npy,annot_1490.json,left_1490.npy
1491,depth_map_1491.npy,right_1491.npy,annot_1491.json,left_1491.npy
1492,depth_map_1492.npy,right_1492.npy,annot_1492.json,left_1492.npy
1493,depth_map_1493.npy,right_1493.npy,annot_1493.json,left_1493.npy
1494,depth_map_1494.npy,right_1494.npy,annot_1494.json,left_1494.npy
1495,depth_map_1495.npy,right_1495.npy,annot_1495.json,left_1495.npy
1496,depth_map_1496.npy,right_1496.npy,annot_1496.json,left_1496.npy
1497,depth_map_1497.npy,right_1497.npy,annot_1497.json,left_1497.npy
1498,depth_map_1498.npy,right_1498.npy,annot_1498.json,left_1498.npy
1499,depth_map_1499.npy,right_1499.npy,annot_1499.json,left_1499.npy
1500,depth_map_1500.npy,right_1500.npy,annot_1500.json,left_1500.npy
1501,depth_map_1501.npy,right_1501.npy,annot_1501.json,left_1501.npy
1502,depth_map_1502.npy,right_1502.npy,annot_1502.json,left_1502.npy
1503,depth_map_1503.npy,right_1503.npy,annot_1503.json,left_1503.npy
1504,depth_map_1504.npy,right_1504.npy,annot_1504.json,left_1504.npy
1505,depth_map_1505.npy,right_1505.npy,annot_1505.json,left_1505.npy
1506,depth_map_1506.npy,right_1506.npy,annot_1506.json,left_1506.npy
1507,depth_map_1507.npy,right_1507.npy,annot_1507.json,left_1507.npy
1508,depth_map_1508.npy,right_1508.npy,annot_1508.json,left_1508.npy
1509,depth_map_1509.npy,right_1509.npy,annot_1509.json,left_1509.npy
1510,depth_map_1510.npy,right_1510.npy,annot_1510.json,left_1510.npy
1511,depth_map_1511.npy,right_1511.npy,annot_1511.json,left_1511.npy
1512,depth_map_1512.npy,right_1512.npy,annot_1512.json,left_1512.npy
1513,depth_map_1513.npy,right_1513.npy,annot_1513.json,left_1513.npy
1514,depth_map_1514.npy,right_1514.npy,annot_1514.json,left_1514.npy
1515,depth_map_1515.npy,right_1515.npy,annot_1515.json,left_1515.npy
1516,depth_map_1516.npy,right_1516.npy,annot_1516.json,left_1516.npy
1517,depth_map_1517.npy,right_1517.npy,annot_1517.json,left_1517.npy
1518,depth_map_1518.npy,right_1518.npy,annot_1518.json,left_1518.npy
1519,depth_map_1519.npy,right_1519.npy,annot_1519.json,left_1519.npy
1520,depth_map_1520.npy,right_1520.npy,annot_1520.json,left_1520.npy
1521,depth_map_1521.npy,right_1521.npy,annot_1521.json,left_1521.npy
1522,depth_map_1522.npy,right_1522.npy,annot_1522.json,left_1522.npy
1523,depth_map_1523.npy,right_1523.npy,annot_1523.json,left_1523.npy
1524,depth_map_1524.npy,right_1524.npy,annot_1524.json,left_1524.npy
1525,depth_map_1525.npy,right_1525.npy,annot_1525.json,left_1525.npy
1526,depth_map_1526.npy,right_1526.npy,annot_1526.json,left_1526.npy
1527,depth_map_1527.npy,right_1527.npy,annot_1527.json,left_1527.npy
1528,depth_map_1528.npy,right_1528.npy,annot_1528.json,left_1528.npy
1529,depth_map_1529.npy,right_1529.npy,annot_1529.json,left_1529.npy
1530,depth_map_1530.npy,right_1530.npy,annot_1530.json,left_1530.npy
1531,depth_map_1531.npy,right_1531.npy,annot_1531.json,left_1531.npy
1532,depth_map_1532.npy,right_1532.npy,annot_1532.json,left_1532.npy
1533,depth_map_1533.npy,right_1533.npy,annot_1533.json,left_1533.npy
1534,depth_map_1534.npy,right_1534.npy,annot_1534.json,left_1534.npy
1535,depth_map_1535.npy,right_1535.npy,annot_1535.json,left_1535.npy
1536,depth_map_1536.npy,right_1536.npy,annot_1536.json,left_1536.npy
1537,depth_map_1537.npy,right_1537.npy,annot_1537.json,left_1537.npy
1538,depth_map_1538.npy,right_1538.npy,annot_1538.json,left_1538.npy
1539,depth_map_1539.npy,right_1539.npy,annot_1539.json,left_1539.npy
1540,depth_map_1540.npy,right_1540.npy,annot_1540.json,left_1540.npy
1541,depth_map_1541.npy,right_1541.npy,annot_1541.json,left_1541.npy
1542,depth_map_1542.npy,right_1542.npy,annot_1542.json,left_1542.npy
1543,depth_map_1543.npy,right_1543.npy,annot_1543.json,left_1543.npy
1544,depth_map_1544.npy,right_1544.npy,annot_1544.json,left_1544.npy
1545,depth_map_1545.npy,right_1545.npy,annot_1545.json,left_1545.npy
1546,depth_map_1546.npy,right_1546.npy,annot_1546.json,left_1546.npy
1547,depth_map_1547.npy,right_1547.npy,annot_1547.json,left_1547.npy
1548,depth_map_1548.npy,right_1548.npy,annot_1548.json,left_1548.npy
1549,depth_map_1549.npy,right_1549.npy,annot_1549.json,left_1549.npy
1550,depth_map_1550.npy,right_1550.npy,annot_1550.json,left_1550.npy
1551,depth_map_1551.npy,right_1551.npy,annot_1551.json,left_1551.npy
1552,depth_map_1552.npy,right_1552.npy,annot_1552.json,left_1552.npy
1553,depth_map_1553.npy,right_1553.npy,annot_1553.json,left_1553.npy
1554,depth_map_1554.npy,right_1554.npy,annot_1554.json,left_1554.npy
1555,depth_map_1555.npy,right_1555.npy,annot_1555.json,left_1555.npy
1556,depth_map_1556.npy,right_1556.npy,annot_1556.json,left_1556.npy
1557,depth_map_1557.npy,right_1557.npy,annot_1557.json,left_1557.npy
1558,depth_map_1558.npy,right_1558.npy,annot_1558.json,left_1558.npy
1559,depth_map_1559.npy,right_1559.npy,annot_1559.json,left_1559.npy
1560,depth_map_1560.npy,right_1560.npy,annot_1560.json,left_1560.npy
1561,depth_map_1561.npy,right_1561.npy,annot_1561.json,left_1561.npy
1562,depth_map_1562.npy,right_1562.npy,annot_1562.json,left_1562.npy
1563,depth_map_1563.npy,right_1563.npy,annot_1563.json,left_1563.npy
1564,depth_map_1564.npy,right_1564.npy,annot_1564.json,left_1564.npy
1565,depth_map_1565.npy,right_1565.npy,annot_1565.json,left_1565.npy
1566,depth_map_1566.npy,right_1566.npy,annot_1566.json,left_1566.npy
1567,depth_map_1567.npy,right_1567.npy,annot_1567.json,left_1567.npy
1568,depth_map_1568.npy,right_1568.npy,annot_1568.json,left_1568.npy
1569,depth_map_1569.npy,right_1569.npy,annot_1569.json,left_1569.npy
1570,depth_map_1570.npy,right_1570.npy,annot_1570.json,left_1570.npy
1571,depth_map_1571.npy,right_1571.npy,annot_1571.json,left_1571.npy
1572,depth_map_1572.npy,right_1572.npy,annot_1572.json,left_1572.npy
1573,depth_map_1573.npy,right_1573.npy,annot_1573.json,left_1573.npy
1574,depth_map_1574.npy,right_1574.npy,annot_1574.json,left_1574.npy
1575,depth_map_1575.npy,right_1575.npy,annot_1575.json,left_1575.npy
1576,depth_map_1576.npy,right_1576.npy,annot_1576.json,left_1576.npy
1577,depth_map_1577.npy,right_1577.npy,annot_1577.json,left_1577.npy
1578,depth_map_1578.npy,right_1578.npy,annot_1578.json,left_1578.npy
1579,depth_map_1579.npy,right_1579.npy,annot_1579.json,left_1579.npy
1580,depth_map_1580.npy,right_1580.npy,annot_1580.json,left_1580.npy
1581,depth_map_1581.npy,right_1581.npy,annot_1581.json,left_1581.npy
1582,depth_map_1582.npy,right_1582.npy,annot_1582.json,left_1582.npy
1583,depth_map_1583.npy,right_1583.npy,annot_1583.json,left_1583.npy
1584,depth_map_1584.npy,right_1584.npy,annot_1584.json,left_1584.npy
1585,depth_map_1585.npy,right_1585.npy,annot_1585.json,left_1585.npy
1586,depth_map_1586.npy,right_1586.npy,annot_1586.json,left_1586.npy
1587,depth_map_1587.npy,right_1587.npy,annot_1587.json,left_1587.npy
1588,depth_map_1588.npy,right_1588.npy,annot_1588.json,left_1588.npy
1589,depth_map_1589.npy,right_1589.npy,annot_1589.json,left_1589.npy
1590,depth_map_1590.npy,right_1590.npy,annot_1590.json,left_1590.npy
1591,depth_map_1591.npy,right_1591.npy,annot_1591.json,left_1591.npy
1592,depth_map_1592.npy,right_1592.npy,annot_1592.json,left_1592.npy
1593,depth_map_1593.npy,right_1593.npy,annot_1593.json,left_1593.npy
1594,depth_map_1594.npy,right_1594.npy,annot_1594.json,left_1594.npy
1595,depth_map_1595.npy,right_1595.npy,annot_1595.json,left_1595.npy
1596,depth_map_1596.npy,right_1596.npy,annot_1596.json,left_1596.npy
1597,depth_map_1597.npy,right_1597.npy,annot_1597.json,left_1597.npy
1598,depth_map_1598.npy,right_1598.npy,annot_1598.json,left_1598.npy
1599,depth_map_1599.npy,right_1599.npy,annot_1599.json,left_1599.npy
1600,depth_map_1600.npy,right_1600.npy,annot_1600.json,left_1600.npy
1601,depth_map_1601.npy,right_1601.npy,annot_1601.json,left_1601.npy
1602,depth_map_1602.npy,right_1602.npy,annot_1602.json,left_1602.npy
1603,depth_map_1603.npy,right_1603.npy,annot_1603.json,left_1603.npy
1604,depth_map_1604.npy,right_1604.npy,annot_1604.json,left_1604.npy
1605,depth_map_1605.npy,right_1605.npy,annot_1605.json,left_1605.npy
1606,depth_map_1606.npy,right_1606.npy,annot_1606.json,left_1606.npy
1607,depth_map_1607.npy,right_1607.npy,annot_1607.json,left_1607.npy
1608,depth_map_1608.npy,right_1608.npy,annot_1608.json,left_1608.npy
1609,depth_map_1609.npy,right_1609.npy,annot_1609.json,left_1609.npy
1610,depth_map_1610.npy,right_1610.npy,annot_1610.json,left_1610.npy
1611,depth_map_1611.npy,right_1611.npy,annot_1611.json,left_1611.npy
1612,depth_map_1612.npy,right_1612.npy,annot_1612.json,left_1612.npy
1613,depth_map_1613.npy,right_1613.npy,annot_1613.json,left_1613.npy
1614,depth_map_1614.npy,right_1614.npy,annot_1614.json,left_1614.npy
1615,depth_map_1615.npy,right_1615.npy,annot_1615.json,left_1615.npy
1616,depth_map_1616.npy,right_1616.npy,annot_1616.json,left_1616.npy
1617,depth_map_1617.npy,right_1617.npy,annot_1617.json,left_1617.npy
1618,depth_map_1618.npy,right_1618.npy,annot_1618.json,left_1618.npy
1619,depth_map_1619.npy,right_1619.npy,annot_1619.json,left_1619.npy
1620,depth_map_1620.npy,right_1620.npy,annot_1620.json,left_1620.npy
1621,depth_map_1621.npy,right_1621.npy,annot_1621.json,left_1621.npy
1622,depth_map_1622.npy,right_1622.npy,annot_1622.json,left_1622.npy
1623,depth_map_1623.npy,right_1623.npy,annot_1623.json,left_1623.npy
1624,depth_map_1624.npy,right_1624.npy,annot_1624.json,left_1624.npy
1625,depth_map_1625.npy,right_1625.npy,annot_1625.json,left_1625.npy
1626,depth_map_1626.npy,right_1626.npy,annot_1626.json,left_1626.npy
1627,depth_map_1627.npy,right_1627.npy,annot_1627.json,left_1627.npy
1628,depth_map_1628.npy,right_1628.npy,annot_1628.json,left_1628.npy
1629,depth_map_1629.npy,right_1629.npy,annot_1629.json,left_1629.npy
1630,depth_map_1630.npy,right_1630.npy,annot_1630.json,left_1630.npy
1631,depth_map_1631.npy,right_1631.npy,annot_1631.json,left_1631.npy
1632,depth_map_1632.npy,right_1632.npy,annot_1632.json,left_1632.npy
1633,depth_map_1633.npy,right_1633.npy,annot_1633.json,left_1633.npy
1634,depth_map_1634.npy,right_1634.npy,annot_1634.json,left_1634.npy
1635,depth_map_1635.npy,right_1635.npy,annot_1635.json,left_1635.npy
1636,depth_map_1636.npy,right_1636.npy,annot_1636.json,left_1636.npy
1637,depth_map_1637.npy,right_1637.npy,annot_1637.json,left_1637.npy
1638,depth_map_1638.npy,right_1638.npy,annot_1638.json,left_1638.npy
1639,depth_map_1639.npy,right_1639.npy,annot_1639.json,left_1639.npy
1640,depth_map_1640.npy,right_1640.npy,annot_1640.json,left_1640.npy
1641,depth_map_1641.npy,right_1641.npy,annot_1641.json,left_1641.npy
1642,depth_map_1642.npy,right_1642.npy,annot_1642.json,left_1642.npy
1643,depth_map_1643.npy,right_1643.npy,annot_1643.json,left_1643.npy
1644,depth_map_1644.npy,right_1644.npy,annot_1644.json,left_1644.npy
1645,depth_map_1645.npy,right_1645.npy,annot_1645.json,left_1645.npy
1646,depth_map_1646.npy,right_1646.npy,annot_1646.json,left_1646.npy
1647,depth_map_1647.npy,right_1647.npy,annot_1647.json,left_1647.npy
1648,depth_map_1648.npy,right_1648.npy,annot_1648.json,left_1648.npy
1649,depth_map_1649.npy,right_1649.npy,annot_1649.json,left_1649.npy
1650,depth_map_1650.npy,right_1650.npy,annot_1650.json,left_1650.npy
1651,depth_map_1651.npy,right_1651.npy,annot_1651.json,left_1651.npy
1652,depth_map_1652.npy,right_1652.npy,annot_1652.json,left_1652.npy
1653,depth_map_1653.npy,right_1653.npy,annot_1653.json,left_1653.npy
1654,depth_map_1654.npy,right_1654.npy,annot_1654.json,left_1654.npy
1655,depth_map_1655.npy,right_1655.npy,annot_1655.json,left_1655.npy
1656,depth_map_1656.npy,right_1656.npy,annot_1656.json,left_1656.npy
1657,depth_map_1657.npy,right_1657.npy,annot_1657.json,left_1657.npy
1658,depth_map_1658.npy,right_1658.npy,annot_1658.json,left_1658.npy
1659,depth_map_1659.npy,right_1659.npy,annot_1659.json,left_1659.npy
1660,depth_map_1660.npy,right_1660.npy,annot_1660.json,left_1660.npy
1661,depth_map_1661.npy,right_1661.npy,annot_1661.json,left_1661.npy
1662,depth_map_1662.npy,right_1662.npy,annot_1662.json,left_1662.npy
1663,depth_map_1663.npy,right_1663.npy,annot_1663.json,left_1663.npy
1664,depth_map_1664.npy,right_1664.npy,annot_1664.json,left_1664.npy
1665,depth_map_1665.npy,right_1665.npy,annot_1665.json,left_1665.npy
1666,depth_map_1666.npy,right_1666.npy,annot_1666.json,left_1666.npy
1667,depth_map_1667.npy,right_1667.npy,annot_1667.json,left_1667.npy
1668,depth_map_1668.npy,right_1668.npy,annot_1668.json,left_1668.npy
1669,depth_map_1669.npy,right_1669.npy,annot_1669.json,left_1669.npy
1670,depth_map_1670.npy,right_1670.npy,annot_1670.json,left_1670.npy
1671,depth_map_1671.npy,right_1671.npy,annot_1671.json,left_1671.npy
1672,depth_map_1672.npy,right_1672.npy,annot_1672.json,left_1672.npy
1673,depth_map_1673.npy,right_1673.npy,annot_1673.json,left_1673.npy
1674,depth_map_1674.npy,right_1674.npy,annot_1674.json,left_1674.npy
1675,depth_map_1675.npy,right_1675.npy,annot_1675.json,left_1675.npy
1676,depth_map_1676.npy,right_1676.npy,annot_1676.json,left_1676.npy
1677,depth_map_1677.npy,right_1677.npy,annot_1677.json,left_1677.npy
1678,depth_map_1678.npy,right_1678.npy,annot_1678.json,left_1678.npy
1679,depth_map_1679.npy,right_1679.npy,annot_1679.json,left_1679.npy
1680,depth_map_1680.npy,right_1680.npy,annot_1680.json,left_1680.npy
1681,depth_map_1681.npy,right_1681.npy,annot_1681.json,left_1681.npy
1682,depth_map_1682.npy,right_1682.npy,annot_1682.json,left_1682.npy
1683,depth_map_1683.npy,right_1683.npy,annot_1683.json,left_1683.npy
1684,depth_map_1684.npy,right_1684.npy,annot_1684.json,left_1684.npy
1685,depth_map_1685.npy,right_1685.npy,annot_1685.json,left_1685.npy
1686,depth_map_1686.npy,right_1686.npy,annot_1686.json,left_1686.npy
1687,depth_map_1687.npy,right_1687.npy,annot_1687.json,left_1687.npy
1688,depth_map_1688.npy,right_1688.npy,annot_1688.json,left_1688.npy
1689,depth_map_1689.npy,right_1689.npy,annot_1689.json,left_1689.npy
1690,depth_map_1690.npy,right_1690.npy,annot_1690.json,left_1690.npy
1691,depth_map_1691.npy,right_1691.npy,annot_1691.json,left_1691.npy
1692,depth_map_1692.npy,right_1692.npy,annot_1692.json,left_1692.npy
1693,depth_map_1693.npy,right_1693.npy,annot_1693.json,left_1693.npy
1694,depth_map_1694.npy,right_1694.npy,annot_1694.json,left_1694.npy
1695,depth_map_1695.npy,right_1695.npy,annot_1695.json,left_1695.npy
1696,depth_map_1696.npy,right_1696.npy,annot_1696.json,left_1696.npy
1697,depth_map_1697.npy,right_1697.npy,annot_1697.json,left_1697.npy
1698,depth_map_1698.npy,right_1698.npy,annot_1698.json,left_1698.npy
1699,depth_map_1699.npy,right_1699.npy,annot_1699.json,left_1699.npy
1700,depth_map_1700.npy,right_1700.npy,annot_1700.json,left_1700.npy
1701,depth_map_1701.npy,right_1701.npy,annot_1701.json,left_1701.npy
1702,depth_map_1702.npy,right_1702.npy,annot_1702.json,left_1702.npy
1703,depth_map_1703.npy,right_1703.npy,annot_1703.json,left_1703.npy
1704,depth_map_1704.npy,right_1704.npy,annot_1704.json,left_1704.npy
1705,depth_map_1705.npy,right_1705.npy,annot_1705.json,left_1705.npy
1706,depth_map_1706.npy,right_1706.npy,annot_1706.json,left_1706.npy
1707,depth_map_1707.npy,right_1707.npy,annot_1707.json,left_1707.npy
1708,depth_map_1708.npy,right_1708.npy,annot_1708.json,left_1708.npy
1709,depth_map_1709.npy,right_1709.npy,annot_1709.json,left_1709.npy
1710,depth_map_1710.npy,right_1710.npy,annot_1710.json,left_1710.npy
1711,depth_map_1711.npy,right_1711.npy,annot_1711.json,left_1711.npy
1712,depth_map_1712.npy,right_1712.npy,annot_1712.json,left_1712.npy
1713,depth_map_1713.npy,right_1713.npy,annot_1713.json,left_1713.npy
1714,depth_map_1714.npy,right_1714.npy,annot_1714.json,left_1714.npy
1715,depth_map_1715.npy,right_1715.npy,annot_1715.json,left_1715.npy
1716,depth_map_1716.npy,right_1716.npy,annot_1716.json,left_1716.npy
1717,depth_map_1717.npy,right_1717.npy,annot_1717.json,left_1717.npy
1718,depth_map_1718.npy,right_1718.npy,annot_1718.json,left_1718.npy
1719,depth_map_1719.npy,right_1719.npy,annot_1719.json,left_1719.npy
1720,depth_map_1720.npy,right_1720.npy,annot_1720.json,left_1720.npy
1721,depth_map_1721.npy,right_1721.npy,annot_1721.json,left_1721.npy
1722,depth_map_1722.npy,right_1722.npy,annot_1722.json,left_1722.npy
1723,depth_map_1723.npy,right_1723.npy,annot_1723.json,left_1723.npy
1724,depth_map_1724.npy,right_1724.npy,annot_1724.json,left_1724.npy
1725,depth_map_1725.npy,right_1725.npy,annot_1725.json,left_1725.npy
1726,depth_map_1726.npy,right_1726.npy,annot_1726.json,left_1726.npy
1727,depth_map_1727.npy,right_1727.npy,annot_1727.json,left_1727.npy
1728,depth_map_1728.npy,right_1728.npy,annot_1728.json,left_1728.npy
1729,depth_map_1729.npy,right_1729.npy,annot_1729.json,left_1729.npy
1730,depth_map_1730.npy,right_1730.npy,annot_1730.json,left_1730.npy
1731,depth_map_1731.npy,right_1731.npy,annot_1731.json,left_1731.npy
1732,depth_map_1732.npy,right_1732.npy,annot_1732.json,left_1732.npy
1733,depth_map_1733.npy,right_1733.npy,annot_1733.json,left_1733.npy
1734,depth_map_1734.npy,right_1734.npy,annot_1734.json,left_1734.npy
1735,depth_map_1735.npy,right_1735.npy,annot_1735.json,left_1735.npy
1736,depth_map_1736.npy,right_1736.npy,annot_1736.json,left_1736.npy
1737,depth_map_1737.npy,right_1737.npy,annot_1737.json,left_1737.npy
1738,depth_map_1738.npy,right_1738.npy,annot_1738.json,left_1738.npy
1739,depth_map_1739.npy,right_1739.npy,annot_1739.json,left_1739.npy
1740,depth_map_1740.npy,right_1740.npy,annot_1740.json,left_1740.npy
1741,depth_map_1741.npy,right_1741.npy,annot_1741.json,left_1741.npy
1742,depth_map_1742.npy,right_1742.npy,annot_1742.json,left_1742.npy
1743,depth_map_1743.npy,right_1743.npy,annot_1743.json,left_1743.npy
1744,depth_map_1744.npy,right_1744.npy,annot_1744.json,left_1744.npy
